k_folds,norm,train loss,test loss
38,none,62,14,50,12,43,12,75,19
39,min_max,80,17,74,17,74,17,76,17
39,z_score,43,10,38,11,39,11,39,10
39,none,44,5,48,5,78,21,41,12
40,min_max,71,16,71,13,69,16,69,12
40,z_score,47,11,47,8,40,11,39,10
40,none,80,22,47,6,40,10,46,9
41,min_max,73,17,73,17,60,13,75,17
41,z_score,40,9,38,10,38,10,42,9
41,none,52,10,46,7,79,21,48,7
42,min_max,59,12,67,14,60,14,57,13
42,z_score,38,9,40,11,42,9,39,10
42,none,45,10,62,16,64,15,42,4
43,min_max,58,13,67,14,64,13,74,17
43,z_score,38,10,39,10,38,10,44,10
43,none,42,12,48,7,53,10,43,9
44,min_max,59,14,68,16,66,15,85,17
44,z_score,47,10,39,10,42,10,40,9
44,none,68,20,40,7,75,21,78,21
45,min_max,79,18,57,13,73,17,60,13
45,z_score,45,9,42,10,37,11,40,9
45,none,53,13,66,13,45,10,54,11
46,min_max,78,17,84,18,67,11,73,17
46,z_score,40,10,46,9,37,11,45,9
46,none,47,7,64,15,48,10,78,21
47,min_max,54,12,70,16,71,16,83,18
47,z_score,41,9,44,9,39,9,40,9
47,none,50,7,73,20,39,12,74,22
48,min_max,79,17,68,15,74,17,56,12
48,z_score,42,7,38,11,41,10,41,9
48,none,80,22,55,13,46,11,71,19
49,min_max,74,17,56,13,77,17,63,14
49,z_score,44,9,40,10,41,11,40,11
49,none,48,10,47,11,45,10,43,12
50,min_max,75,17,74,17,72,16,54,13
50,z_score,38,11,44,9,38,10,41,11
50,none,43,9,42,10,46,7,48,12
